city,state_id,state,county,lat,lng,population,density
Greenville,TX,Texas,Hunt,33.1116,-96.1099,28128,335.9
Ewa Gentry,HI,Hawaii,Honolulu,21.3344,-158.0262,28125,4780.3
Belmont,CA,California,San Mateo,37.5154,-122.2953,28109,2248.7
Bixby,OK,Oklahoma,Tulsa,35.9454,-95.8776,28091,423.2
Lathrop,CA,California,San Joaquin,37.809,-121.3131,28078,464.7
Shirley,NY,New York,Suffolk,40.7936,-72.8748,28059,977.4
Garden City,KS,Kansas,Finney,37.9753,-100.8527,28022,934.4
Oakdale,MN,Minnesota,Washington,44.9876,-92.9641,28019,983.7
South Laurel,MD,Maryland,Prince George's,39.0603,-76.8456,27998,1320.1
Ridgecrest,CA,California,Kern,35.6308,-117.6622,27989,535.0
Mililani Town,HI,Hawaii,Honolulu,21.4465,-158.0147,27974,2644.3
Millville,NJ,New Jersey,Cumberland,39.3903,-75.0561,27946,252.7
Kahului,HI,Hawaii,Maui,20.8715,-156.4603,27938,805.0
Reisterstown,MD,Maryland,Baltimore,39.455,-76.814,27917,2108.3
Kent,OH,Ohio,Portage,41.149,-81.361,27912,1243.3
Williamsport,PA,Pennsylvania,Lycoming,41.2399,-77.037,27908,1250.9
Dodge City,KS,Kansas,Ford,37.7611,-100.0182,27899,713.3
Wilmette,IL,Illinois,Cook,42.0771,-87.7282,27895,1937.7
Easton,PA,Pennsylvania,Northampton,40.6858,-75.2209,27860,2470.0
Chicago Heights,IL,Illinois,Cook,41.51,-87.6345,27840,1111.4
Clinton,MS,Mississippi,Hinds,32.354,-90.3403,27830,228.7
Tualatin,OR,Oregon,Washington,45.3772,-122.7748,27821,1271.2
Statesville,NC,North Carolina,Iredell,35.7842,-80.8713,27777,417.2
Marion,IN,Indiana,Grant,40.5497,-85.6604,27757,682.8
Washington,UT,Utah,Washington,37.1303,-113.4878,27689,312.8
Immokalee,FL,Florida,Collier,26.4253,-81.4251,27669,476.8
Maple Valley,WA,Washington,King,47.3659,-122.0368,27643,1719.4
Bluffton,SC,South Carolina,Beaufort,32.2135,-80.9316,27596,172.2
New London,CT,Connecticut,New London,41.3502,-72.1022,27585,1854.7
Mount Pleasant,WI,Wisconsin,Racine,42.7129,-87.8876,27572,307.8
Marshalltown,IA,Iowa,Marshall,42.0343,-92.9068,27570,542.3
West Islip,NY,New York,Suffolk,40.7041,-73.2954,27557,1686.3
Hamtramck,MI,Michigan,Wayne,42.3954,-83.0559,27548,4009.9
Temescal Valley,CA,California,Riverside,33.7581,-117.4677,27546,567.3
Lemon Grove,CA,California,San Diego,32.7331,-117.0344,27513,2661.7
Ilchester,MD,Maryland,Howard,39.2187,-76.7683,27513,964.7
Wasco,CA,California,Kern,35.5938,-119.3671,27505,1133.2
Rockledge,FL,Florida,Brevard,28.3203,-80.736,27466,810.2
Chaska,MN,Minnesota,Carver,44.8164,-93.6091,27461,606.7
Madison,MS,Mississippi,Madison,32.4738,-90.13,27459,392.1
Oak Forest,IL,Illinois,Cook,41.6054,-87.7527,27445,1757.1
Citrus Park,FL,Florida,Hillsborough,28.073,-82.5628,27440,1038.3
Ramsey,MN,Minnesota,Anoka,45.2617,-93.4494,27409,364.0
Mason City,IA,Iowa,Cerro Gordo,43.1487,-93.1997,27385,375.1
Balch Springs,TX,Texas,Dallas,32.7194,-96.6151,27369,1074.9
Williston,ND,North Dakota,Williams,48.1814,-103.6364,27368,463.0
Converse,TX,Texas,Bexar,29.5091,-98.3084,27361,1127.6
Monsey,NY,New York,Rockland,41.1181,-74.0682,27359,3996.9
Clarksburg,MD,Maryland,Montgomery,39.2246,-77.2659,27354,1049.8
Granite City,IL,Illinois,Madison,38.7296,-90.1268,27336,579.7
Short Pump,VA,Virginia,Henrico,37.6549,-77.6201,27332,1179.2
Huntley,IL,Illinois,McHenry,42.1599,-88.433,27314,740.7
Garden City,MI,Michigan,Wayne,42.3244,-83.3412,27268,1749.5
Green,OH,Ohio,Summit,40.9483,-81.4757,27267,310.2
Fremont,NE,Nebraska,Dodge,41.4395,-96.4873,27245,942.9
Prior Lake,MN,Minnesota,Scott,44.7246,-93.4419,27242,634.2
McHenry,IL,Illinois,McHenry,42.3387,-88.2932,27237,714.2
Neenah,WI,Wisconsin,Winnebago,44.1669,-88.4767,27194,1074.5
Benicia,CA,California,Solano,38.0725,-122.1526,27191,848.5
Twentynine Palms,CA,California,San Bernardino,34.1478,-116.0659,27176,175.8
West Linn,OR,Oregon,Clackamas,45.367,-122.6399,27173,1391.5
Lindenhurst,NY,New York,Suffolk,40.6858,-73.371,27169,2770.4
Plum,PA,Pennsylvania,Allegheny,40.5024,-79.7495,27123,366.7
Daphne,AL,Alabama,Baldwin,30.6263,-87.8816,27088,540.3
Pearl,MS,Mississippi,Rankin,32.273,-90.0918,27017,400.9
Lochearn,MD,Maryland,Baltimore,39.3461,-76.7307,26995,1768.9
Alvin,TX,Texas,Brazoria,29.3872,-95.2938,26982,422.4
Hutto,TX,Texas,Williamson,30.5396,-97.544,26971,822.0
Holbrook,NY,New York,Suffolk,40.7944,-73.07,26958,1446.9
New Lenox,IL,Illinois,Will,41.5095,-87.9703,26942,657.6
Thomasville,NC,North Carolina,Davidson,35.8813,-80.0807,26941,617.8
Crestview,FL,Florida,Okaloosa,30.7477,-86.5785,26934,559.6
Sun City Center,FL,Florida,Hillsborough,27.715,-82.3569,26920,640.4
Auburn,NY,New York,Cayuga,42.9338,-76.5685,26913,1222.1
Shoreview,MN,Minnesota,Ramsey,45.0842,-93.1358,26871,965.5
South Pasadena,CA,California,Los Angeles,34.1103,-118.1573,26837,2885.7
Gladstone,MO,Missouri,Clay,39.2134,-94.5592,26825,1307.7
Deer Park,NY,New York,Suffolk,40.7623,-73.3218,26803,1630.4
Sachse,TX,Texas,Dallas,32.9726,-96.5793,26797,1024.7
Key West,FL,Florida,Monroe,24.5642,-81.7775,26776,1689.0
Carrollton,GA,Georgia,Carroll,33.5818,-85.0838,26773,461.1
Eureka,CA,California,Humboldt,40.7943,-124.1564,26763,1090.7
Wooster,OH,Ohio,Wayne,40.8172,-81.9336,26753,599.2
Asheboro,NC,North Carolina,Randolph,35.7158,-79.8127,26729,528.7
Fortuna Foothills,AZ,Arizona,Yuma,32.6616,-114.3974,26727,282.2
Vernon Hills,IL,Illinois,Lake,42.234,-87.9608,26723,1316.6
Leisure City,FL,Florida,Miami-Dade,25.4935,-80.4363,26667,3161.0
Plainview,NY,New York,Nassau,40.7832,-73.4732,26665,1771.8
Paramus,NJ,New Jersey,Bergen,40.9455,-74.0712,26650,976.0
Lemoore,CA,California,Kings,36.2949,-119.7983,26631,1133.1
Horn Lake,MS,Mississippi,DeSoto,34.9512,-90.0501,26623,656.2
Palm Springs,FL,Florida,Palm Beach,26.6348,-80.0969,26611,2309.7
Superior,WI,Wisconsin,Douglas,46.6941,-92.0823,26601,276.9
Temple Terrace,FL,Florida,Hillsborough,28.0436,-82.3773,26585,1389.5
Windsor,CA,California,Sonoma,38.5422,-122.8089,26548,1434.8
Ruskin,FL,Florida,Hillsborough,27.7065,-82.4209,26536,544.2
Haines City,FL,Florida,Polk,28.1102,-81.6157,26510,518.4
East Chicago,IN,Indiana,Lake,41.6469,-87.4545,26502,766.7
Brawley,CA,California,Imperial,32.9783,-115.5287,26431,1233.9
South Portland,ME,Maine,Cumberland,43.631,-70.2895,26428,821.1
Sanger,CA,California,Fresno,36.699,-119.5575,26424,1790.4
Cabot,AR,Arkansas,Lonoke,34.9766,-92.0274,26411,492.4
Kernersville,NC,North Carolina,Forsyth,36.1065,-80.0842,26376,534.2
Suitland,MD,Maryland,Prince George's,38.8492,-76.9225,26375,2298.0
Imperial Beach,CA,California,San Diego,32.5693,-117.118,26375,2459.7
Owatonna,MN,Minnesota,Steele,44.0912,-93.2312,26366,657.0
Sun City West,AZ,Arizona,Maricopa,33.6695,-112.3573,26354,843.1
West Whittier-Los Nietos,CA,California,Los Angeles,33.9759,-118.0689,26275,4001.5
Union City,GA,Georgia,Fulton,33.5942,-84.5629,26273,431.3
Batavia,IL,Illinois,Kane,41.8479,-88.3109,26261,960.0
Paducah,KY,Kentucky,McCracken,37.0711,-88.644,26248,474.4
Mint Hill,NC,North Carolina,Mecklenburg,35.1783,-80.6528,26236,431.1
Homewood,AL,Alabama,Jefferson,33.4619,-86.809,26206,1176.2
Big Spring,TX,Texas,Howard,32.2389,-101.4799,26199,569.1
Winona,MN,Minnesota,Winona,44.0505,-91.6684,26199,543.2
Norco,CA,California,Riverside,33.9252,-117.5498,26176,752.9
Bessemer,AL,Alabama,Jefferson,33.3712,-86.9728,26171,249.4
Tysons,VA,Virginia,Fairfax,38.9215,-77.2273,26171,2283.9
Troy,OH,Ohio,Miami,40.0437,-84.2186,26093,837.3
South Salt Lake,UT,Utah,Salt Lake,40.7057,-111.8986,26086,1397.3
Lockport,IL,Illinois,Will,41.5906,-88.0293,26070,852.7
Hercules,CA,California,Contra Costa,38.0064,-122.2564,26050,1570.9
Austin,MN,Minnesota,Mower,43.6721,-92.9784,26030,729.5
Medina,OH,Ohio,Medina,41.1358,-81.8695,26011,867.5
Ridgewood,NJ,New Jersey,Bergen,40.9821,-74.1127,25991,1688.6
Lodi,NJ,New Jersey,Bergen,40.8784,-74.0814,25983,4144.2
Oak Ridge,FL,Florida,Orange,28.4727,-81.4169,25973,2567.2
Grandview,MO,Missouri,Jackson,38.8802,-94.5227,25931,655.1
Columbine,CO,Colorado,Jefferson,39.5879,-105.0694,25924,1508.0
El Cerrito,CA,California,Contra Costa,37.9196,-122.3025,25898,2658.3
Wilsonville,OR,Oregon,Clackamas,45.3109,-122.7702,25887,1248.2
West Chicago,IL,Illinois,DuPage,41.896,-88.2253,25881,677.9
Woodburn,OR,Oregon,Marion,45.1472,-122.8603,25877,1714.0
Coral Terrace,FL,Florida,Miami-Dade,25.7464,-80.3049,25869,2934.4
Oxford,MS,Mississippi,Lafayette,34.3627,-89.5336,25859,401.3
Inkster,MI,Michigan,Wayne,42.2935,-83.3148,25849,1506.6
Fort Washington,MD,Maryland,Prince George's,38.7339,-77.0069,25840,684.9
Woodstock,IL,Illinois,McHenry,42.3096,-88.4353,25829,743.4
Colleyville,TX,Texas,Tarrant,32.8913,-97.1486,25827,787.7
Camas,WA,Washington,Clark,45.6005,-122.4304,25774,659.6
Rockville Centre,NY,New York,Nassau,40.6643,-73.6383,25768,2916.0
West Melbourne,FL,Florida,Brevard,28.0694,-80.6736,25768,849.8
Forest Grove,OR,Oregon,Washington,45.5243,-123.1097,25767,1644.3
Holt,MI,Michigan,Ingham,42.6416,-84.5308,25755,638.3
Stevens Point,WI,Wisconsin,Portage,44.5241,-89.5507,25752,588.0
North Tustin,CA,California,Orange,33.7636,-117.7947,25708,1475.4
Ives Estates,FL,Florida,Miami-Dade,25.9632,-80.183,25689,3747.3
Chanhassen,MN,Minnesota,Carver,44.8546,-93.5621,25646,492.1
Cloverleaf,TX,Texas,Harris,29.7882,-95.1724,25576,3246.0
Mill Creek East,WA,Washington,Snohomish,47.8361,-122.1877,25528,2138.5
Ladera Ranch,CA,California,Orange,33.5492,-117.6417,25526,1951.6
Cliffside Park,NJ,New Jersey,Bergen,40.8222,-73.9879,25515,10264.8
Rosemount,MN,Minnesota,Dakota,44.7466,-93.0661,25513,287.9
Mercer Island,WA,Washington,King,47.5661,-122.232,25506,1561.9
Palm River-Clair Mel,FL,Florida,Hillsborough,27.9239,-82.3791,25492,829.7
Clayton,NC,North Carolina,Johnston,35.659,-78.4498,25486,586.3
Palm City,FL,Florida,Martin,27.1735,-80.2862,25486,697.5
Maywood,CA,California,Los Angeles,33.9886,-118.1877,25477,8938.8
Elk River,MN,Minnesota,Sherburne,45.3314,-93.567,25467,227.1
Hazelwood,MO,Missouri,St. Louis,38.7931,-90.3899,25466,607.2
Melrose Park,IL,Illinois,Cook,41.903,-87.8636,25417,2253.1
Kingsville,TX,Texas,Kleberg,27.5094,-97.861,25415,705.5
Xenia,OH,Ohio,Greene,39.6829,-83.9413,25411,793.5
Keystone,FL,Florida,Hillsborough,28.1312,-82.5999,25397,279.0
Terrytown,LA,Louisiana,Jefferson,29.9014,-90.0279,25388,2744.5
Galt,CA,California,Sacramento,38.2698,-121.3004,25385,1417.4
Lafayette,CA,California,Contra Costa,37.8919,-122.1189,25384,666.8
Ottumwa,IA,Iowa,Wapello,41.0195,-92.4186,25379,589.1
Derby,KS,Kansas,Sedgwick,37.5571,-97.2551,25365,917.8
Silver Springs Shores,FL,Florida,Marion,29.1126,-82.0149,25363,644.1
Staunton,VA,Virginia,Staunton,38.1593,-79.0611,25358,478.0
Florence,AZ,Arizona,Pinal,33.059,-111.4209,25356,165.1
Moscow,ID,Idaho,Latah,46.7308,-116.9986,25336,1433.5
Salem,VA,Virginia,Salem,37.2864,-80.0555,25335,672.7
Fairland,MD,Maryland,Montgomery,39.0803,-76.9527,25324,1994.6
Newport,RI,Rhode Island,Newport,41.4801,-71.3203,25322,1245.5
Barberton,OH,Ohio,Summit,41.0095,-81.6037,25309,1114.6
Peekskill,NY,New York,Westchester,41.2884,-73.9227,25304,2143.0
Caledonia,WI,Wisconsin,Racine,42.7986,-87.8762,25288,215.0
Pooler,GA,Georgia,Chatham,32.1043,-81.2569,25284,342.5
Cave Spring,VA,Virginia,Roanoke,37.2254,-80.0072,25248,814.9
Hastings,NE,Nebraska,Adams,40.5961,-98.39,25247,644.7
Edwardsville,IL,Illinois,Madison,38.7922,-89.9874,25236,493.7
De Pere,WI,Wisconsin,Brown,44.4308,-88.0785,25216,807.6
Seal Beach,CA,California,Orange,33.7542,-118.0714,25216,831.5
Athens,AL,Alabama,Limestone,34.7843,-86.9503,25213,253.8
Jenks,OK,Oklahoma,Tulsa,35.9981,-95.9736,25210,517.5
Bayonet Point,FL,Florida,Pasco,28.3254,-82.6834,25200,1815.0
Belvidere,IL,Illinois,Boone,42.2543,-88.8649,25179,797.9
Okemos,MI,Michigan,Ingham,42.7057,-84.4135,25179,556.4
Watertown,NY,New York,Jefferson,43.9734,-75.9094,25172,1078.2
Reedley,CA,California,Fresno,36.5988,-119.4471,25168,1781.8
Walker,MI,Michigan,Kent,42.9853,-85.7446,25149,391.6
Tarpon Springs,FL,Florida,Pinellas,28.1493,-82.7623,25138,1058.7
Barstow,CA,California,San Bernardino,34.8661,-117.0471,25123,220.1
Franklin,IN,Indiana,Johnson,39.4948,-86.0544,25112,661.9
Newberg,OR,Oregon,Yamhill,45.3075,-122.9601,25108,1541.3
Soledad,CA,California,Monterey,36.4432,-121.3426,25102,2221.9
Carteret,NJ,New Jersey,Middlesex,40.5849,-74.2284,25077,2066.5
Sandusky,OH,Ohio,Erie,41.4468,-82.7024,25066,987.8
Arnold,MD,Maryland,Anne Arundel,39.0437,-76.4974,25056,868.4
Bloomingdale,FL,Florida,Hillsborough,27.8784,-82.2624,25042,1192.9
Norton Shores,MI,Michigan,Muskegon,43.1621,-86.2519,25040,407.9
University Park,TX,Texas,Dallas,32.8506,-96.7937,25029,2621.7
Trussville,AL,Alabama,Jefferson,33.6405,-86.5815,25027,251.6
Avon Lake,OH,Ohio,Lorain,41.4944,-82.0159,25005,843.3
Edgewood,MD,Maryland,Harford,39.419,-76.2964,25004,565.8
Morton Grove,IL,Illinois,Cook,42.0423,-87.789,25004,1740.5
Bay Point,CA,California,Contra Costa,38.0329,-121.9615,24999,1524.8
Wyandotte,MI,Michigan,Wayne,42.2113,-83.1558,24992,1819.8
Muskego,WI,Wisconsin,Waukesha,42.886,-88.1291,24991,306.4
Romulus,MI,Michigan,Wayne,42.2237,-83.366,24977,255.3
South Bradenton,FL,Florida,Manatee,27.4612,-82.5822,24972,2135.1
Norfolk,NE,Nebraska,Madison,42.0324,-97.4217,24964,805.9
Northdale,FL,Florida,Hillsborough,28.1058,-82.5263,24924,1176.9
Marysville,OH,Ohio,Union,40.2279,-83.3595,24922,588.4
Brandon,MS,Mississippi,Rankin,32.2778,-89.9896,24887,362.4
Venice,FL,Florida,Sarasota,27.1184,-82.4137,24876,564.3
Tumwater,WA,Washington,Thurston,46.9891,-122.9175,24855,516.0
Dickinson,ND,North Dakota,Stark,46.8918,-102.7925,24851,624.6
Sebastian,FL,Florida,Indian River,27.7822,-80.4819,24843,706.4
Ardmore,OK,Oklahoma,Carter,34.1949,-97.1256,24829,192.5
Somerset,NJ,New Jersey,Somerset,40.5083,-74.501,24827,1471.3
Fort Dodge,IA,Iowa,Webster,42.5098,-94.1751,24826,582.9
Mequon,WI,Wisconsin,Ozaukee,43.2352,-87.9839,24814,203.2
Wright,FL,Florida,Okaloosa,30.4445,-86.6419,24814,1733.7
San Benito,TX,Texas,Cameron,26.1298,-97.644,24812,592.7
Zanesville,OH,Ohio,Muskingum,39.9565,-82.0132,24809,827.7
Apollo Beach,FL,Florida,Hillsborough,27.7618,-82.4003,24790,460.8
Fort Hood,TX,Texas,Coryell,31.1357,-97.7834,24781,465.1
Moses Lake,WA,Washington,Grant,47.1279,-119.2759,24764,502.4
Dix Hills,NY,New York,Suffolk,40.8033,-73.3375,24739,588.2
Riverbank,CA,California,Stanislaus,37.726,-120.9433,24714,2017.6
Loma Linda,CA,California,San Bernardino,34.045,-117.2498,24712,1075.9
Medford,NY,New York,Suffolk,40.822,-72.9859,24702,880.0
Port St. John,FL,Florida,Brevard,28.4757,-80.8104,24677,991.6
West Memphis,AR,Arkansas,Crittenden,35.153,-90.1996,24666,330.1
Homer Glen,IL,Illinois,Will,41.6043,-87.9497,24664,427.9
Zion,IL,Illinois,Lake,42.4603,-87.8511,24660,920.6
Socastee,SC,South Carolina,Horry,33.6871,-79.0086,24657,746.7
Clinton,IA,Iowa,Clinton,41.8435,-90.2412,24651,274.3
Carolina Forest,SC,South Carolina,Horry,33.7651,-78.913,24642,537.9
Perrysburg,OH,Ohio,Wood,41.5377,-83.6413,24633,700.1
Westmont,IL,Illinois,DuPage,41.7948,-87.9742,24632,1904.0
Collinsville,IL,Illinois,Madison,38.677,-90.0063,24627,627.1
Greenbelt,MD,Maryland,Prince George's,38.9953,-76.8885,24602,1440.1
Sugar Hill,GA,Georgia,Gwinnett,34.108,-84.0558,24599,832.7
Corsicana,TX,Texas,Navarro,32.0824,-96.4665,24589,398.7
Starkville,MS,Mississippi,Oktibbeha,33.4608,-88.8297,24578,385.8
Herndon,VA,Virginia,Fairfax,38.9699,-77.3867,24574,2213.8
North Lynnwood,WA,Washington,Snohomish,47.8533,-122.2762,24562,2973.4
Bainbridge Island,WA,Washington,Kitsap,47.6439,-122.5434,24557,347.6
Selma,CA,California,Fresno,36.5715,-119.6143,24545,1622.5
Avon,OH,Ohio,Lorain,41.4485,-82.0187,24542,431.5
White Bear Lake,MN,Minnesota,Ramsey,45.0656,-93.015,24520,1234.3
Elmwood Park,IL,Illinois,Cook,41.9225,-87.8163,24517,4911.1
Landover,MD,Maryland,Prince George's,38.9241,-76.8875,24508,2219.2
Athens,OH,Ohio,Athens,39.327,-82.0987,24507,973.1
Bailey's Crossroads,VA,Virginia,Fairfax,38.8477,-77.1305,24501,4415.5
Ponca City,OK,Oklahoma,Kay,36.7235,-97.0677,24499,503.0
Riverside,OH,Ohio,Montgomery,39.7835,-84.1219,24472,997.5
Fish Hawk,FL,Florida,Hillsborough,27.8511,-82.2164,24463,560.9
North Potomac,MD,Maryland,Montgomery,39.0955,-77.2373,24449,1429.6
Paris,TX,Texas,Lamar,33.6688,-95.546,24447,272.3
Dinuba,CA,California,Tulare,36.5453,-119.3987,24383,1450.5
Rosemont,CA,California,Sacramento,38.5478,-121.3553,24343,2090.9
Decatur,GA,Georgia,DeKalb,33.7711,-84.2963,24334,2084.2
Ridgeland,MS,Mississippi,Madison,32.4236,-90.1481,24330,436.9
Palmetto Bay,FL,Florida,Miami-Dade,25.6219,-80.3221,24327,1132.9
Denison,TX,Texas,Grayson,33.7672,-96.5808,24324,335.4
Faribault,MN,Minnesota,Rice,44.2996,-93.2789,24310,594.1
Rolling Meadows,IL,Illinois,Cook,42.0747,-88.0252,24300,1601.1
Centerville,OH,Ohio,Montgomery,39.6339,-84.1449,24281,836.1
Oak Harbor,WA,Washington,Island,48.2964,-122.6333,24267,934.4
Kalispell,MT,Montana,Flathead,48.2153,-114.3274,24260,743.7
South Plainfield,NJ,New Jersey,Middlesex,40.5748,-74.4152,24251,1115.1
Benbrook,TX,Texas,Tarrant,32.6788,-97.4637,24248,837.2
North Laurel,MD,Maryland,Howard,39.1285,-76.8476,24233,1480.6
Emporia,KS,Kansas,Lyon,38.4028,-96.1932,24220,783.9
Auburn Hills,MI,Michigan,Oakland,42.6735,-83.2448,24202,556.5
Westchase,FL,Florida,Hillsborough,28.0597,-82.611,24185,903.2
Burlington,IA,Iowa,Des Moines,40.8071,-91.1247,24160,666.2
Pelham,AL,Alabama,Shelby,33.3114,-86.7573,24134,235.7
Elkridge,MD,Maryland,Howard,39.1941,-76.7428,24115,1005.8
Freeport,IL,Illinois,Stephenson,42.2891,-89.6346,24087,777.6
San Fernando,CA,California,Los Angeles,34.2886,-118.4362,24086,3942.4
Kerrville,TX,Texas,Kerr,30.0398,-99.132,24071,412.9
Solon,OH,Ohio,Cuyahoga,41.3865,-81.44,24070,434.5
Fort Mill,SC,South Carolina,York,35.0061,-80.9389,24069,391.6
Wekiwa Springs,FL,Florida,Seminole,28.6984,-81.4251,24049,1079.4
North Augusta,SC,South Carolina,Aiken,33.5214,-81.9547,24013,424.4
Willowbrook,CA,California,Los Angeles,33.9209,-118.2356,24006,5619.9
Allendale,MI,Michigan,Ottawa,42.9845,-85.9499,23999,393.8
Farmington,UT,Utah,Davis,40.9845,-111.9065,23990,948.0
Lisle,IL,Illinois,DuPage,41.7918,-88.0888,23982,1306.8
Fairfax,VA,Virginia,Fairfax,38.8531,-77.2997,23980,1442.3
Kingston,NY,New York,Ulster,41.9295,-73.9968,23972,1184.5
Columbus,NE,Nebraska,Platte,41.4366,-97.3565,23954,869.7
Fresno,TX,Texas,Fort Bend,29.5357,-95.4696,23921,1075.5
Champlin,MN,Minnesota,Hennepin,45.1702,-93.3903,23877,1183.3
Papillion,NE,Nebraska,Sarpy,41.1511,-96.0665,23875,798.2
Columbus,MS,Mississippi,Lowndes,33.5088,-88.4096,23858,367.7
King of Prussia,PA,Pennsylvania,Montgomery,40.0963,-75.3821,23841,1001.2
Belton,MO,Missouri,Cass,38.8192,-94.5335,23832,638.8
Lutz,FL,Florida,Hillsborough,28.1396,-82.4467,23827,361.5
Webster Groves,MO,Missouri,St. Louis,38.5866,-90.3544,23817,1491.9
Cockeysville,MD,Maryland,Baltimore,39.4804,-76.6294,23803,728.8
Auburn,ME,Maine,Androscoggin,44.0851,-70.2492,23790,151.4
Wadsworth,OH,Ohio,Medina,41.0279,-81.7323,23789,810.3
Mandan,ND,North Dakota,Morton,46.829,-100.887,23784,642.2
Kuna,ID,Idaho,Ada,43.488,-116.3933,23765,354.5
Muscatine,IA,Iowa,Muscatine,41.4195,-91.068,23759,502.1
Willoughby,OH,Ohio,Lake,41.6459,-81.4084,23753,863.8
South Elgin,IL,Illinois,Kane,41.9906,-88.3135,23749,1293.2
Munster,IN,Indiana,Lake,41.5468,-87.504,23717,1158.7
Yukon,OK,Oklahoma,Canadian,35.5201,-97.7639,23697,400.9
Highland,IN,Indiana,Lake,41.5483,-87.4588,23695,1251.0
Saginaw,TX,Texas,Tarrant,32.8657,-97.3654,23676,1202.7
Watauga,TX,Texas,Tarrant,32.8719,-97.2515,23649,2273.2
Ashland,CA,California,Alameda,37.6942,-122.1159,23640,4938.1
Fountain Hills,AZ,Arizona,Maricopa,33.6073,-111.7398,23639,479.1
Chantilly,VA,Virginia,Fairfax,38.8868,-77.4453,23564,766.3
West Springfield,VA,Virginia,Fairfax,38.7771,-77.2268,23562,1907.6
Kenmore,WA,Washington,King,47.7516,-122.2489,23556,1442.4
Copiague,NY,New York,Suffolk,40.6707,-73.3922,23552,2896.8
Roseburg,OR,Oregon,Douglas,43.2231,-123.352,23551,836.9
Maywood,IL,Illinois,Cook,41.8798,-87.8442,23547,3317.8
North Platte,NE,Nebraska,Lincoln,41.1263,-100.7641,23543,677.8
Cataño,PR,Puerto Rico,Cataño,18.4375,-66.144,23536,1893.4
Pace,FL,Florida,Santa Rosa,30.6188,-87.1667,23527,349.0
Vega Baja,PR,Puerto Rico,Vega Baja,18.4406,-66.3997,23527,1431.8
Patterson,CA,California,Stanislaus,37.4758,-121.1536,23517,1106.2
Maple Heights,OH,Ohio,Cuyahoga,41.4094,-81.5625,23511,1656.5
Rock Springs,WY,Wyoming,Sweetwater,41.5947,-109.2209,23505,454.2
Jacksonville Beach,FL,Florida,Duval,30.2782,-81.4045,23492,1243.2
Happy Valley,OR,Oregon,Clackamas,45.4358,-122.5081,23442,735.5
Waukee,IA,Iowa,Dallas,41.5985,-93.8869,23441,417.2
Brookings,SD,South Dakota,Brookings,44.3022,-96.7859,23432,694.7
Johnston,IA,Iowa,Polk,41.691,-93.7234,23418,439.6
Calabasas,CA,California,Los Angeles,34.1375,-118.6689,23410,671.6
Farragut,TN,Tennessee,Knox,35.8731,-84.1821,23388,558.4
Taylors,SC,South Carolina,Greenville,34.9157,-82.3124,23348,844.8
Jasmine Estates,FL,Florida,Pasco,28.293,-82.6907,23334,2400.5
Waverly,MI,Michigan,Eaton,42.7401,-84.6354,23328,1020.0
Linda,CA,California,Yuba,39.1241,-121.5421,23304,982.3
Griffin,GA,Georgia,Spalding,33.2418,-84.2748,23300,627.4
New Brighton,MN,Minnesota,Ramsey,45.0658,-93.206,23293,1347.3
Farmington,MN,Minnesota,Dakota,44.6572,-93.1687,23253,607.3
Kapolei,HI,Hawaii,Honolulu,21.3399,-158.0677,23248,1903.5
Loves Park,IL,Illinois,Winnebago,42.3364,-88.9975,23223,550.4
Van Buren,AR,Arkansas,Crawford,35.4483,-94.3528,23213,590.9
Clinton,UT,Utah,Davis,41.1395,-112.0656,23192,1444.3
Simpsonville,SC,South Carolina,Greenville,34.7287,-82.2569,23190,954.9
Christiansburg,VA,Virginia,Montgomery,37.1406,-80.4036,23174,593.7
Allison Park,PA,Pennsylvania,Allegheny,40.573,-79.9603,23160,630.3
Trotwood,OH,Ohio,Montgomery,39.7926,-84.3165,23157,309.1
Crystal,MN,Minnesota,Hennepin,45.0377,-93.3599,23143,1530.4
Mountain House,CA,California,San Joaquin,37.7673,-121.5449,23132,1811.8
Laguna Beach,CA,California,Orange,33.5455,-117.7613,23121,998.0
Ballenger Creek,MD,Maryland,Frederick,39.3807,-77.4206,23114,768.3
Eastmont,WA,Washington,Snohomish,47.8968,-122.1818,23088,1723.5
Garden City,NY,New York,Nassau,40.7266,-73.6447,23087,1622.0
Millbrae,CA,California,San Mateo,37.5994,-122.4023,23083,2716.5
Searcy,AR,Arkansas,White,35.2418,-91.7351,23074,499.0
Lexington,SC,South Carolina,Lexington,33.989,-81.2202,23068,712.6
Gardner,KS,Kansas,Johnson,38.8122,-94.9275,23065,703.5
Union Hill-Novelty Hill,WA,Washington,King,47.6788,-122.0284,23060,368.1
Junction City,KS,Kansas,Geary,39.0277,-96.8508,23033,756.3
Watertown,WI,Wisconsin,Jefferson,43.1893,-88.7285,23030,754.1
Greenfield,IN,Indiana,Hancock,39.7937,-85.7738,23024,642.4
Hopewell,VA,Virginia,Hopewell,37.2915,-77.2985,23020,839.0
Oakdale,CA,California,Stanislaus,37.7618,-120.8468,23016,1422.5
Shelbyville,TN,Tennessee,Bedford,35.4987,-86.4517,23005,457.3
